timestamp,open,high,low,close,volume
2025-01-04 03:00:00,112.15,112.25,111.57,112.12,10210.582
2025-01-04 04:00:00,112.14,112.14,110.97,111.43,9100.201
2025-01-04 05:00:00,111.42,111.6,111.23,111.48,10374.484
2025-01-04 06:00:00,111.48,111.77,111.24,111.42,7306.04
2025-01-04 07:00:00,111.41,111.98,111.21,111.79,16176.839
2025-01-04 08:00:00,111.79,112.15,110.74,110.75,19184.44
2025-01-04 09:00:00,110.72,111.32,110.52,111.2,22135.149
2025-01-04 10:00:00,111.2,112.25,110.79,112.1,19206.446
2025-01-04 11:00:00,112.08,112.26,111.27,111.39,13352.858
2025-01-04 12:00:00,111.38,112.02,111.3,111.63,13040.933
2025-01-04 13:00:00,111.63,112.23,111.33,111.98,14707.343
2025-01-04 14:00:00,111.99,112.78,111.96,112.3,15903.347
2025-01-04 15:00:00,112.29,112.34,110.07,110.7,30542.406
2025-01-04 16:00:00,110.69,111.37,110.47,111.17,15066.116
2025-01-04 17:00:00,111.18,111.24,110.79,111.21,7295.787
2025-01-04 18:00:00,111.21,111.22,110.51,110.79,12716.907
2025-01-04 19:00:00,110.78,111.23,110.69,111.03,8112.01
2025-01-04 20:00:00,111.03,111.25,110.85,111.05,8197.115
2025-01-04 21:00:00,111.06,111.7,111.05,111.24,13414.312
2025-01-04 22:00:00,111.24,111.4,110.92,111.05,9727.83
2025-01-04 23:00:00,111.06,111.5,110.94,111.21,9617.457
2025-01-05 00:00:00,111.22,111.28,110.73,110.89,10700.064
2025-01-05 01:00:00,110.9,111.11,110.58,110.87,13044.841
2025-01-05 02:00:00,110.88,111.63,110.88,111.25,11486.722
2025-01-05 03:00:00,111.24,111.85,111.01,111.84,7733.965
2025-01-05 04:00:00,111.84,112.6,111.65,112.58,9709.27
2025-01-05 05:00:00,112.6,112.96,111.8,112.28,15124.448
2025-01-05 06:00:00,112.28,112.41,111.82,112.03,6432.845
2025-01-05 07:00:00,112.02,112.54,111.66,111.89,9810.214
2025-01-05 08:00:00,111.89,112.05,110.75,110.99,21631.855
2025-01-05 09:00:00,110.98,111.44,110.74,110.76,15016.084
2025-01-05 10:00:00,110.77,111.36,110.71,111.21,12061.879
2025-01-05 11:00:00,111.24,112.17,111.17,111.64,11445.542
2025-01-05 12:00:00,111.63,112.87,111.22,112.19,18213.889
2025-01-05 13:00:00,112.19,112.49,111.84,111.93,11356.058
2025-01-05 14:00:00,111.93,112.43,110.8,112.05,18824.036
2025-01-05 15:00:00,112.04,112.47,111.2,112.29,14627.687
2025-01-05 16:00:00,112.29,112.75,111.6,112.42,15208.004
2025-01-05 17:00:00,112.42,112.45,111.7,112.09,12863.163
2025-01-05 18:00:00,112.09,112.7,111.57,112.43,10814.278
2025-01-05 19:00:00,112.43,113.06,112.26,112.65,15852.228
2025-01-05 20:00:00,112.65,114.19,112.64,112.95,21847.266
2025-01-05 21:00:00,112.95,114.45,112.95,114.42,21679.707
2025-01-05 22:00:00,114.43,116.17,114.22,116.02,37160.074
2025-01-05 23:00:00,116.01,116.12,114.87,115.72,28891.799
2025-01-06 00:00:00,115.72,115.97,114.54,114.98,37886.297
2025-01-06 01:00:00,115.0,116.2,113.76,116.17,35036.222
2025-01-06 02:00:00,116.18,116.92,115.75,115.95,46787.678
2025-01-06 03:00:00,115.95,116.21,115.46,115.57,16295.725
2025-01-06 04:00:00,115.58,115.99,115.03,115.35,20835.086
2025-01-06 05:00:00,115.36,115.48,114.61,114.85,19788.356
2025-01-06 06:00:00,114.85,115.14,114.26,114.36,14597.028
2025-01-06 07:00:00,114.38,114.69,113.21,113.59,33129.854
2025-01-06 08:00:00,113.59,114.1,112.98,113.0,30088.088
2025-01-06 09:00:00,113.01,113.32,112.56,113.03,17194.07
2025-01-06 10:00:00,113.03,113.37,112.7,113.37,12592.01
2025-01-06 11:00:00,113.37,113.93,112.93,113.6,12602.329
2025-01-06 12:00:00,113.6,113.73,112.36,112.42,19988.779
2025-01-06 13:00:00,112.42,112.95,111.64,112.85,25521.907
2025-01-06 14:00:00,112.85,114.69,111.91,114.01,39966.939
2025-01-06 15:00:00,113.99,115.4,113.51,114.41,52303.008
2025-01-06 16:00:00,114.41,117.38,114.41,116.01,94508.537
2025-01-06 17:00:00,116.01,116.02,114.19,114.67,41881.828
2025-01-06 18:00:00,114.66,114.97,113.95,114.6,19139.712
2025-01-06 19:00:00,114.61,115.08,114.37,114.58,11318.872
2025-01-06 20:00:00,114.57,114.63,113.49,113.65,21472.14
2025-01-06 21:00:00,113.67,113.8,113.01,113.17,17882.218
2025-01-06 22:00:00,113.17,113.9,113.1,113.51,13332.083
2025-01-06 23:00:00,113.51,114.06,113.16,114.01,8821.568
2025-01-07 00:00:00,114.0,114.13,113.32,113.69,14989.003
2025-01-07 01:00:00,113.7,114.9,113.26,114.53,17240.318
2025-01-07 02:00:00,114.52,114.74,113.07,113.14,31031.549
2025-01-07 03:00:00,113.15,113.51,112.8,113.32,28803.311
2025-01-07 04:00:00,113.33,113.88,112.55,112.56,15082.119
2025-01-07 05:00:00,112.56,112.99,112.39,112.94,9938.769
2025-01-07 06:00:00,112.93,113.98,112.6,113.63,20044.21
2025-01-07 07:00:00,113.61,113.83,112.85,112.92,9431.819
2025-01-07 08:00:00,112.92,113.55,112.71,113.34,22903.03
2025-01-07 09:00:00,113.34,113.47,112.48,112.79,9859.917
2025-01-07 10:00:00,112.79,112.84,112.13,112.71,12462.879
2025-01-07 11:00:00,112.68,112.77,110.83,111.45,33310.933
2025-01-07 12:00:00,111.5,111.66,109.72,110.63,70304.837
2025-01-07 13:00:00,110.63,111.57,110.5,111.13,23347.625
2025-01-07 14:00:00,111.12,111.37,108.74,109.38,33286.485
2025-01-07 15:00:00,109.38,109.69,104.21,106.15,202188.248
2025-01-07 16:00:00,106.16,106.62,105.6,105.94,66737.491
2025-01-07 17:00:00,105.95,106.5,105.14,105.78,44039.615
2025-01-07 18:00:00,105.77,106.2,104.18,104.77,30194.43
2025-01-07 19:00:00,104.76,104.95,102.92,103.62,42055.699
2025-01-07 20:00:00,103.63,104.04,102.34,103.19,34982.525
2025-01-07 21:00:00,103.2,103.94,102.24,102.25,21388.728
2025-01-07 22:00:00,102.24,103.54,102.07,103.53,20232.694
2025-01-07 23:00:00,103.52,103.52,102.68,102.72,14526.707
2025-01-08 00:00:00,102.71,104.85,102.66,104.71,15555.248
2025-01-08 01:00:00,104.69,104.72,103.47,104.2,12510.525
2025-01-08 02:00:00,104.19,105.03,103.67,103.92,28426.71
2025-01-08 03:00:00,103.93,104.22,102.66,103.09,27327.404
2025-01-08 04:00:00,103.12,103.78,102.18,102.46,28940.149
2025-01-08 05:00:00,102.46,103.74,102.19,102.7,33393.047
2025-01-08 06:00:00,102.71,103.35,100.6,100.6,56338.5
2025-01-08 07:00:00,100.58,102.7,100.54,102.59,26896.183
2025-01-08 08:00:00,102.58,103.65,102.47,103.27,23245.447
2025-01-08 09:00:00,103.25,103.87,103.03,103.05,18935.526
2025-01-08 10:00:00,103.07,103.67,102.84,103.18,11324.646
2025-01-08 11:00:00,103.19,103.23,101.25,102.13,22445.408
2025-01-08 12:00:00,102.14,102.99,101.68,101.71,16849.918
2025-01-08 13:00:00,101.7,102.79,101.7,102.26,15585.579
2025-01-08 14:00:00,102.25,103.28,102.06,102.4,17393.883
2025-01-08 15:00:00,102.36,103.33,101.52,102.84,36877.656
2025-01-08 16:00:00,102.83,103.16,100.92,100.98,22127.127
2025-01-08 17:00:00,100.98,101.36,97.21,100.45,163242.989
2025-01-08 18:00:00,100.44,102.17,99.88,100.75,54091.75
2025-01-08 19:00:00,100.75,101.5,100.08,100.24,26447.492
2025-01-08 20:00:00,100.21,100.87,99.64,100.38,17239.19
2025-01-08 21:00:00,100.44,100.79,99.48,100.36,24584.353
2025-01-08 22:00:00,100.35,102.24,100.31,101.98,20228.568
2025-01-08 23:00:00,101.98,102.0,101.28,101.43,10212.316
2025-01-09 00:00:00,101.43,102.0,100.98,101.99,10684.129
2025-01-09 01:00:00,101.99,102.5,101.5,101.59,15358.581
2025-01-09 02:00:00,101.59,101.95,100.35,101.94,26614.731
2025-01-09 03:00:00,101.94,101.95,101.24,101.66,8091.694
2025-01-09 04:00:00,101.66,102.26,101.21,102.21,9629.006
2025-01-09 05:00:00,102.21,102.65,101.9,102.15,22714.516
2025-01-09 06:00:00,102.16,102.57,101.6,102.23,16140.684
2025-01-09 07:00:00,102.22,102.62,100.3,101.06,36283.0
2025-01-09 08:00:00,101.05,102.48,100.69,102.12,28962.532
2025-01-09 09:00:00,102.17,103.42,102.07,103.08,36455.0
2025-01-09 10:00:00,103.11,103.32,101.74,103.1,23096.186
2025-01-09 11:00:00,103.09,103.99,102.53,103.99,27840.358
2025-01-09 12:00:00,103.98,104.26,102.71,103.41,26293.464
2025-01-09 13:00:00,103.42,103.78,100.64,100.65,46510.627
2025-01-09 14:00:00,100.65,102.49,99.88,102.46,56382.113
2025-01-09 15:00:00,102.45,105.5,102.15,105.17,47772.54
2025-01-09 16:00:00,105.18,105.85,104.18,104.84,40765.206
2025-01-09 17:00:00,104.86,105.02,102.49,103.19,33557.526
2025-01-09 18:00:00,103.17,104.45,103.06,104.16,32311.377
2025-01-09 19:00:00,104.15,104.35,101.86,102.08,26992.039
2025-01-09 20:00:00,102.1,102.62,100.55,101.94,42093.88
2025-01-09 21:00:00,101.93,103.25,101.65,102.61,19528.105
2025-01-09 22:00:00,102.61,103.26,102.24,102.63,15620.99
2025-01-09 23:00:00,102.62,102.89,101.86,102.23,12229.423
2025-01-10 00:00:00,102.23,103.19,102.07,102.89,25287.25
2025-01-10 01:00:00,102.88,103.57,102.62,103.3,14420.047
2025-01-10 02:00:00,103.3,104.2,103.3,103.65,11465.853
2025-01-10 03:00:00,103.67,104.45,103.64,104.4,8120.739
2025-01-10 04:00:00,104.4,104.57,103.41,103.7,10622.282
2025-01-10 05:00:00,103.7,104.31,103.52,103.89,12095.64
2025-01-10 06:00:00,103.89,104.5,103.46,104.45,20134.579
2025-01-10 07:00:00,104.45,105.93,104.27,105.14,21303.997
2025-01-10 08:00:00,105.14,105.64,104.59,105.01,18267.792
2025-01-10 09:00:00,105.0,105.04,104.35,104.52,10406.913
2025-01-10 10:00:00,104.52,104.92,104.17,104.8,15189.022
2025-01-10 11:00:00,104.8,104.83,103.82,104.51,13119.204
2025-01-10 12:00:00,104.5,104.62,103.85,104.44,12127.245
2025-01-10 13:00:00,104.44,105.61,102.06,103.67,92359.883
2025-01-10 14:00:00,103.68,106.14,103.49,104.9,45021.266
2025-01-10 15:00:00,104.88,105.41,102.73,104.72,54692.928
2025-01-10 16:00:00,104.72,105.44,104.18,104.56,20545.443
2025-01-10 17:00:00,104.56,106.15,103.76,106.04,27429.57
2025-01-10 18:00:00,106.0,106.1,104.99,105.66,23193.488
2025-01-10 19:00:00,105.68,106.27,104.81,106.1,14170.525
2025-01-10 20:00:00,106.1,106.19,105.22,105.66,9694.549
2025-01-10 21:00:00,105.63,106.0,105.08,105.14,8514.934
2025-01-10 22:00:00,105.14,105.26,104.46,104.8,14996.217
2025-01-10 23:00:00,104.77,105.25,103.8,103.96,15030.89
2025-01-11 00:00:00,103.94,104.14,103.6,103.9,6868.324
2025-01-11 01:00:00,103.9,104.06,103.37,103.84,10907.043
2025-01-11 02:00:00,103.83,103.9,103.04,103.29,10046.034
2025-01-11 03:00:00,103.29,103.44,102.85,103.44,9189.915
2025-01-11 04:00:00,103.44,103.55,102.99,103.31,5359.419
2025-01-11 05:00:00,103.32,103.73,103.2,103.68,6615.867
2025-01-11 06:00:00,103.68,103.84,103.5,103.55,8887.681
2025-01-11 07:00:00,103.54,103.86,103.45,103.67,7417.209
2025-01-11 08:00:00,103.68,104.09,103.62,103.78,6921.982
2025-01-11 09:00:00,103.77,103.95,103.56,103.76,6668.41
2025-01-11 10:00:00,103.8,104.74,103.75,104.51,10097.667
2025-01-11 11:00:00,104.49,104.63,103.11,103.4,17457.043
2025-01-11 12:00:00,103.4,103.67,102.96,103.34,10782.458
2025-01-11 13:00:00,103.34,103.44,102.67,102.95,15129.84
2025-01-11 14:00:00,102.95,103.5,102.88,103.38,10162.325
2025-01-11 15:00:00,103.37,103.57,103.09,103.25,5305.307
2025-01-11 16:00:00,103.24,103.54,102.63,102.97,17212.598
2025-01-11 17:00:00,102.96,103.12,102.49,102.87,15569.512
2025-01-11 18:00:00,102.86,103.08,102.37,102.67,9601.573
2025-01-11 19:00:00,102.66,102.82,102.17,102.65,8675.038
2025-01-11 20:00:00,102.66,103.75,102.42,103.73,11025.786
2025-01-11 21:00:00,103.74,104.13,103.17,104.03,24235.037
2025-01-11 22:00:00,104.03,104.74,103.85,104.57,50327.511
2025-01-11 23:00:00,104.58,104.97,104.19,104.39,26266.277
2025-01-12 00:00:00,104.4,104.67,103.67,104.49,9581.301
2025-01-12 01:00:00,104.5,105.11,104.29,105.11,11170.677
2025-01-12 02:00:00,105.11,105.27,104.71,104.92,14216.421
2025-01-12 03:00:00,104.92,105.01,104.28,104.76,11055.048
2025-01-12 04:00:00,104.75,104.93,104.37,104.42,5121.027
2025-01-12 05:00:00,104.41,104.57,104.05,104.17,5936.618
2025-01-12 06:00:00,104.17,104.33,103.61,103.66,7985.975
2025-01-12 07:00:00,103.67,104.06,103.52,103.93,5910.991
2025-01-12 08:00:00,103.94,104.1,103.23,103.3,7080.35
2025-01-12 09:00:00,103.3,103.43,102.57,102.88,13164.464
2025-01-12 10:00:00,102.89,103.15,102.6,103.11,8229.855
2025-01-12 11:00:00,103.11,103.5,102.93,103.11,8262.657
2025-01-12 12:00:00,103.12,103.41,102.43,102.52,45915.323
2025-01-12 13:00:00,102.51,103.23,102.4,102.9,12242.757
2025-01-12 14:00:00,102.93,103.12,102.33,102.57,11938.787
2025-01-12 15:00:00,102.57,103.2,102.3,102.86,11768.828
2025-01-12 16:00:00,102.87,103.77,102.62,103.63,16920.101
2025-01-12 17:00:00,103.63,104.45,103.51,104.05,24382.361
2025-01-12 18:00:00,104.05,104.32,103.62,103.66,8748.955
2025-01-12 19:00:00,103.65,104.04,103.31,103.92,8897.682
2025-01-12 20:00:00,103.92,103.97,103.28,103.44,7317.401
2025-01-12 21:00:00,103.44,103.53,102.4,102.44,14129.669
2025-01-12 22:00:00,102.43,102.45,101.35,101.58,15293.881
2025-01-12 23:00:00,101.6,102.45,101.55,102.34,7768.751
2025-01-13 00:00:00,102.35,104.47,102.17,103.51,22755.826
2025-01-13 01:00:00,103.51,103.64,102.0,102.29,16725.987
2025-01-13 02:00:00,102.28,102.44,100.3,100.8,37981.762
2025-01-13 03:00:00,100.79,101.14,99.91,100.6,35666.92
2025-01-13 04:00:00,100.61,101.81,100.37,101.25,11168.397
2025-01-13 05:00:00,101.22,101.3,99.49,99.73,18033.301
2025-01-13 06:00:00,99.74,100.2,98.41,98.83,34032.971
2025-01-13 07:00:00,98.84,99.4,98.58,98.9,13427.374
2025-01-13 08:00:00,98.9,99.01,97.63,98.15,20039.697
2025-01-13 09:00:00,98.15,98.33,96.31,97.32,52774.813
2025-01-13 10:00:00,97.37,97.38,95.32,95.73,39601.656
2025-01-13 11:00:00,95.75,95.91,93.92,93.99,52218.548
2025-01-13 12:00:00,94.0,95.25,93.62,94.58,39740.653
2025-01-13 13:00:00,94.58,96.46,94.21,95.57,42543.111
2025-01-13 14:00:00,95.6,96.8,92.57,95.97,91023.022
2025-01-13 15:00:00,95.96,97.32,95.42,96.25,40974.958
2025-01-13 16:00:00,96.25,96.65,94.7,94.8,28727.165
2025-01-13 17:00:00,94.82,95.9,94.54,95.01,21447.065
2025-01-13 18:00:00,95.0,95.76,94.19,94.91,26350.299
2025-01-13 19:00:00,94.89,95.77,94.35,95.2,24251.736
2025-01-13 20:00:00,95.22,97.66,94.65,97.26,30050.852
2025-01-13 21:00:00,97.27,98.27,96.74,98.06,24317.857
2025-01-13 22:00:00,98.06,98.99,97.97,98.77,22083.698
2025-01-13 23:00:00,98.78,98.81,98.3,98.37,7206.653
2025-01-14 00:00:00,98.38,98.51,97.52,97.88,41909.166
2025-01-14 01:00:00,97.91,98.83,97.91,98.32,18279.8
2025-01-14 02:00:00,98.31,99.4,98.15,98.97,13356.192
2025-01-14 03:00:00,98.96,99.92,98.71,99.43,17370.447
2025-01-14 04:00:00,99.43,99.75,98.96,99.05,10403.773
2025-01-14 05:00:00,99.05,99.9,98.68,98.75,19946.173
2025-01-14 06:00:00,98.75,99.2,98.5,99.14,8787.759
2025-01-14 07:00:00,99.15,99.32,97.93,97.98,13168.003
2025-01-14 08:00:00,97.99,99.13,97.99,98.72,18749.464
2025-01-14 09:00:00,98.73,100.99,98.6,100.61,29167.86
2025-01-14 10:00:00,100.65,100.68,99.68,99.82,18103.848
2025-01-14 11:00:00,99.81,99.99,99.03,99.64,9867.338
2025-01-14 12:00:00,99.62,99.81,98.83,99.1,11137.077
2025-01-14 13:00:00,99.1,100.75,98.91,99.81,30655.601
2025-01-14 14:00:00,99.82,100.91,99.43,100.19,19424.634
2025-01-14 15:00:00,100.24,100.96,100.07,100.64,13738.704
2025-01-14 16:00:00,100.62,100.74,99.73,100.67,17521.612
2025-01-14 17:00:00,100.64,101.33,100.37,101.11,18143.508
2025-01-14 18:00:00,101.14,101.73,100.7,101.58,20687.928
2025-01-14 19:00:00,101.58,101.86,100.97,101.54,17282.606
2025-01-14 20:00:00,101.55,101.74,100.86,101.7,16764.842
2025-01-14 21:00:00,101.68,101.97,101.36,101.62,19177.005
2025-01-14 22:00:00,101.63,102.57,101.58,102.48,15270.639
2025-01-14 23:00:00,102.46,102.54,101.95,102.45,9404.999
2025-01-15 00:00:00,102.45,103.0,102.19,102.38,14293.018
2025-01-15 01:00:00,102.35,103.25,101.9,102.9,14609.635
2025-01-15 02:00:00,102.94,103.34,102.16,102.64,15544.629
2025-01-15 03:00:00,102.66,102.84,102.07,102.48,11917.772
2025-01-15 04:00:00,102.5,102.8,101.85,102.22,14022.906
2025-01-15 05:00:00,102.21,102.49,101.79,102.26,9237.624
2025-01-15 06:00:00,102.26,102.3,101.62,101.93,10048.04
2025-01-15 07:00:00,101.93,102.8,101.83,102.45,16379.782
2025-01-15 08:00:00,102.45,103.18,102.2,102.6,27335.433
2025-01-15 09:00:00,102.59,102.87,101.27,101.55,20893.294
2025-01-15 10:00:00,101.53,102.15,101.53,101.87,7896.02
2025-01-15 11:00:00,101.89,101.89,100.75,101.31,23247.634
2025-01-15 12:00:00,101.31,101.78,100.86,101.4,11594.343
2025-01-15 13:00:00,101.4,104.06,101.39,104.01,70236.283
2025-01-15 14:00:00,104.0,105.08,103.3,104.94,60320.249
2025-01-15 15:00:00,104.95,106.19,104.74,105.23,59487.105
2025-01-15 16:00:00,105.24,106.06,104.46,104.5,32538.435
2025-01-15 17:00:00,104.51,105.06,104.36,104.54,28424.273
2025-01-15 18:00:00,104.54,105.7,104.45,105.7,29506.363
2025-01-15 19:00:00,105.69,106.0,105.52,105.95,23475.101
2025-01-15 20:00:00,105.95,106.79,105.28,105.69,33335.527
2025-01-15 21:00:00,105.7,106.23,105.4,106.18,13972.002
2025-01-15 22:00:00,106.2,114.9,105.5,113.68,155387.89
2025-01-15 23:00:00,113.68,118.68,112.29,116.96,320948.213
2025-01-16 00:00:00,116.96,118.22,114.04,115.32,145167.072
2025-01-16 01:00:00,115.33,119.26,115.23,118.4,140188.35
2025-01-16 02:00:00,118.39,119.26,116.7,119.22,118319.601
2025-01-16 03:00:00,119.19,122.0,116.05,118.76,245282.106
2025-01-16 04:00:00,118.77,119.98,118.07,118.41,78845.579
2025-01-16 05:00:00,118.4,120.48,117.83,119.54,97524.013
2025-01-16 06:00:00,119.54,121.01,119.11,119.91,55215.199
2025-01-16 07:00:00,119.91,120.7,118.45,119.09,62676.305
2025-01-16 08:00:00,119.09,120.6,117.34,118.53,91501.416
2025-01-16 09:00:00,118.52,118.84,116.57,117.85,64456.73
2025-01-16 10:00:00,117.87,118.98,116.31,118.57,104008.788
2025-01-16 11:00:00,118.58,119.27,116.64,118.78,61013.999
2025-01-16 12:00:00,118.75,121.64,117.76,121.47,77223.878
2025-01-16 13:00:00,121.44,121.44,119.0,119.9,87937.039
2025-01-16 14:00:00,119.92,120.77,115.71,116.54,128313.042
2025-01-16 15:00:00,116.54,127.16,116.1,126.56,480484.702
2025-01-16 16:00:00,126.61,128.48,124.27,125.34,189207.241
2025-01-16 17:00:00,125.34,129.96,124.28,129.06,201021.13
2025-01-16 18:00:00,129.03,130.49,126.77,127.38,136337.064
2025-01-16 19:00:00,127.38,128.63,126.92,127.59,81023.044
2025-01-16 20:00:00,127.59,128.25,125.84,127.54,123586.784
2025-01-16 21:00:00,127.54,128.49,125.39,125.77,72323.594
2025-01-16 22:00:00,125.81,126.15,122.92,123.42,70300.89
2025-01-16 23:00:00,123.39,124.6,122.36,124.41,74922.259
2025-01-17 00:00:00,124.44,127.04,124.44,126.53,80770.655
2025-01-17 01:00:00,126.53,126.53,125.04,126.1,72487.534
2025-01-17 02:00:00,126.11,128.2,125.73,127.71,51112.13
2025-01-17 03:00:00,127.7,134.22,126.85,133.86,237731.408
2025-01-17 04:00:00,133.81,137.99,132.54,136.74,265679.4
2025-01-17 05:00:00,136.74,140.93,135.99,138.62,242149.065
2025-01-17 06:00:00,138.61,140.58,138.05,140.15,115196.756
2025-01-17 07:00:00,140.15,141.22,137.78,137.94,213611.544
2025-01-17 08:00:00,137.93,139.1,134.99,136.73,213848.801
2025-01-17 09:00:00,136.73,138.83,135.78,137.76,122255.084
2025-01-17 10:00:00,137.75,138.78,137.37,137.9,57046.167
2025-01-17 11:00:00,137.91,138.35,136.81,137.05,51858.407
2025-01-17 12:00:00,137.06,138.14,135.16,135.62,83682.276
2025-01-17 13:00:00,135.62,136.14,133.0,134.1,149287.056
2025-01-17 14:00:00,134.09,135.28,133.44,133.92,79074.927
2025-01-17 15:00:00,133.93,136.51,133.21,134.86,102678.508
2025-01-17 16:00:00,134.85,137.38,134.69,136.56,116309.335
2025-01-17 17:00:00,136.55,137.08,135.05,136.59,54635.418
2025-01-17 18:00:00,136.57,136.74,134.33,134.44,51495.292
2025-01-17 19:00:00,134.43,136.2,134.43,136.07,51800.2
2025-01-17 20:00:00,136.08,137.83,135.83,137.01,72912.272
2025-01-17 21:00:00,137.0,138.15,136.83,137.74,44061.847
2025-01-17 22:00:00,137.74,138.63,134.84,134.99,48873.224
2025-01-17 23:00:00,134.99,137.18,134.63,137.04,29423.035
2025-01-18 00:00:00,137.04,139.6,136.79,136.91,77461.292
2025-01-18 01:00:00,136.91,137.0,135.04,135.27,42082.086
